;secteur_activite;representants_id
6557;Transports, logistique;1707
6558;Agriculture, alimentation, pêche;1708
6559;Agriculture, alimentation, pêche;1709
6560;Economie;1710
6561;Energie;1710
6562;Environnement;1710
6563;Logement, aménagement du territoire, urbanisme;1711
6564;Economie;1712
6565;Education, enseignement supérieur, formation;1712
6566;Travail, emploi, solidarité;1712
6567;Fiscalité, finances publiques;1712
6568;Logement, aménagement du territoire, urbanisme;1712
6569;Agriculture, alimentation, pêche;1713
6570;Environnement;1713
6571;Affaires étrangères, coopération internationale;1714
6572;Commerce extérieur;1714
6573;Défense, sécurité;1714
6574;Recherche, innovation;1714
6575;Energie;1715
6576;Travail, emploi, solidarité;1715
6577;Logement, aménagement du territoire, urbanisme;1715
6578;Concurrence, consommation;1715
6579;Environnement;1715
6580;Energie;1716
6581;Environnement;1716
6582;Logement, aménagement du territoire, urbanisme;1716
6583;Transports, logistique;1716
6584;Economie;1717
6585;Education, enseignement supérieur, formation;1717
6586;Travail, emploi, solidarité;1717
6587;Fiscalité, finances publiques;1717
6588;Environnement;1717
6589;Numérique;1717
6590;Agriculture, alimentation, pêche;1718
6591;Economie;1719
6592;Energie;1719
6593;Recherche, innovation;1719
6594;Environnement;1719
6595;Santé, sécurité sociale;1719
6596;Défense, sécurité;1720
6597;Recherche, innovation;1720
6598;Communications électroniques;1720
6599;Agriculture, alimentation, pêche;1721
6600;Commerce extérieur;1721
6601;Concurrence, consommation;1721
6602;Santé, sécurité sociale;1721
6603;Agriculture, alimentation, pêche;1722
6604;Concurrence, consommation;1722
6605;Travail, emploi, solidarité;1722
6606;Pouvoirs publics, institutions, fonction publique;1722
6607;Logement, aménagement du territoire, urbanisme;1723
6608;Affaires étrangères, coopération internationale;1724
6609;Travail, emploi, solidarité;1724
6610;Recherche, innovation;1724
6611;Environnement;1724
6612;Transports, logistique;1724
6613;Environnement;1725
6614;Logement, aménagement du territoire, urbanisme;1725
6615;Travail, emploi, solidarité;1726
6616;Energie;1726
6617;Recherche, innovation;1726
6618;Fiscalité, finances publiques;1726
6619;Environnement;1726
6620;Education, enseignement supérieur, formation;1727
6621;Travail, emploi, solidarité;1727
6622;Recherche, innovation;1727
6623;Logement, aménagement du territoire, urbanisme;1728
6624;Economie;1729
6625;Travail, emploi, solidarité;1729
6626;Fiscalité, finances publiques;1729
6627;Environnement;1729
6628;Logement, aménagement du territoire, urbanisme;1729
6629;Défense, sécurité;1730
6630;Environnement;1730
6631;Logement, aménagement du territoire, urbanisme;1730
6632;Agriculture, alimentation, pêche;1731
6633;Concurrence, consommation;1731
6634;Economie;1731
6635;Travail, emploi, solidarité;1731
6636;Environnement;1731
6637;Agriculture, alimentation, pêche;1732
6638;Environnement;1732
6639;Transports, logistique;1732
6640;Banques, assurances, secteur financier;1733
6641;Travail, emploi, solidarité;1733
6642;Fiscalité, finances publiques;1733
6643;Numérique;1733
6644;Logement, aménagement du territoire, urbanisme;1734
6645;Outre-mer;1735
6646;Concurrence, consommation;1736
6647;Energie;1736
6648;Fiscalité, finances publiques;1736
6649;Environnement;1736
6650;Numérique;1736
6651;Affaires étrangères, coopération internationale;1737
6652;Défense, sécurité;1737
6653;Justice;1737
6654;Pouvoirs publics, institutions, fonction publique;1737
6655;Economie;1738
6656;Education, enseignement supérieur, formation;1738
6657;Travail, emploi, solidarité;1738
6658;Fiscalité, finances publiques;1738
6659;Santé, sécurité sociale;1738
6660;Agriculture, alimentation, pêche;1739
6661;Commerce extérieur;1739
6662;Economie;1739
6663;Recherche, innovation;1739
6664;Environnement;1739
6665;Transports, logistique;1739
6666;Professions réglementées;1740
6667;Santé, sécurité sociale;1740
6668;Agriculture, alimentation, pêche;1741
6669;Environnement;1741
6670;Logement, aménagement du territoire, urbanisme;1741
6671;Pouvoirs publics, institutions, fonction publique;1741
6672;Santé, sécurité sociale;1741
6673;Sports, loisirs, tourisme;1742
6674;Banques, assurances, secteur financier;1743
6675;Travail, emploi, solidarité;1743
6676;Santé, sécurité sociale;1743
6677;Agriculture, alimentation, pêche;1744
6678;Education, enseignement supérieur, formation;1744
6679;Environnement;1744
6680;Logement, aménagement du territoire, urbanisme;1744
6681;Outre-mer;1744
6682;Défense, sécurité;1745
6683;Banques, assurances, secteur financier;1746
6684;Défense, sécurité;1746
6685;Travail, emploi, solidarité;1746
6686;Energie;1746
6687;Numérique;1746
6688;Arts, patrimoine culturel;1747
6689;Environnement;1747
6690;Logement, aménagement du territoire, urbanisme;1747
6691;Pouvoirs publics, institutions, fonction publique;1747
6692;Professions réglementées;1747
6693;Recherche, innovation;1748
6694;Numérique;1748
6695;Travail, emploi, solidarité;1749
6696;Fiscalité, finances publiques;1749
6697;Pouvoirs publics, institutions, fonction publique;1749
6698;Questions de société;1749
6699;Travail, emploi, solidarité;1750
6700;Fiscalité, finances publiques;1750
6701;Santé, sécurité sociale;1750
6702;Economie;1751
6703;Fiscalité, finances publiques;1751
6704;Pouvoirs publics, institutions, fonction publique;1751
6705;Agriculture, alimentation, pêche;1752
6706;Agriculture, alimentation, pêche;1753
6707;Energie;1754
6708;Santé, sécurité sociale;1755
6709;Concurrence, consommation;1756
6710;Travail, emploi, solidarité;1756
6711;Fiscalité, finances publiques;1756
6712;Professions réglementées;1756
6713;Santé, sécurité sociale;1756
6714;Travail, emploi, solidarité;1757
6715;Recherche, innovation;1757
6716;Fiscalité, finances publiques;1757
6717;Propriété intellectuelle;1757
6718;Santé, sécurité sociale;1757
6719;Agriculture, alimentation, pêche;1758
6720;Défense, sécurité;1759
6721;Pouvoirs publics, institutions, fonction publique;1759
6722;Transports, logistique;1759
6723;Economie;1760
6724;Justice;1760
6725;Professions réglementées;1760
6726;Economie;1761
6727;Travail, emploi, solidarité;1761
6728;Fiscalité, finances publiques;1761
6729;Questions de société;1761
6730;Transports, logistique;1762
6731;Economie;1763
6732;Travail, emploi, solidarité;1763
6733;Energie;1763
6734;Environnement;1763
6735;Logement, aménagement du territoire, urbanisme;1763
6736;Agriculture, alimentation, pêche;1764
6737;Concurrence, consommation;1764
6738;Travail, emploi, solidarité;1764
6739;Fiscalité, finances publiques;1764
6740;Environnement;1764
6741;Numérique;1764
6742;Economie;1765
6743;Travail, emploi, solidarité;1765
6744;Recherche, innovation;1765
6745;Sports, loisirs, tourisme;1765
6746;Transports, logistique;1765
6747;Arts, patrimoine culturel;1766
6748;Agriculture, alimentation, pêche;1767
6749;Commerce extérieur;1767
6750;Concurrence, consommation;1767
6751;Economie;1767
6752;Transports, logistique;1767
6753;Affaires étrangères, coopération internationale;1768
6754;Agriculture, alimentation, pêche;1768
6755;Recherche, innovation;1768
6756;Environnement;1768
6757;Pouvoirs publics, institutions, fonction publique;1768
6758;Agriculture, alimentation, pêche;1769
6759;Concurrence, consommation;1769
6760;Travail, emploi, solidarité;1769
6761;Recherche, innovation;1769
6762;Propriété intellectuelle;1769
6763;Energie;1770
6764;Environnement;1770
6765;Concurrence, consommation;1771
6766;Economie;1771
6767;Travail, emploi, solidarité;1771
6768;Fiscalité, finances publiques;1771
6769;Gouvernance d’entreprise;1771
6770;Banques, assurances, secteur financier;1772
6771;Concurrence, consommation;1773
6772;Economie;1773
6773;Education, enseignement supérieur, formation;1773
6774;Professions réglementées;1773
6775;Santé, sécurité sociale;1773
6776;Agriculture, alimentation, pêche;1774
6777;Commerce extérieur;1774
6778;Economie;1774
6779;Energie;1774
6780;Fiscalité, finances publiques;1774
6781;Agriculture, alimentation, pêche;1775
6782;Energie;1775
6783;Environnement;1775
6784;Logement, aménagement du territoire, urbanisme;1775
6785;Transports, logistique;1775
6786;Economie;1776
6787;Education, enseignement supérieur, formation;1776
6788;Travail, emploi, solidarité;1776
6789;Fiscalité, finances publiques;1776
6790;Environnement;1776
6791;Logement, aménagement du territoire, urbanisme;1776
6792;Santé, sécurité sociale;1776
6793;Transports, logistique;1776
6794;Economie;1777
6795;Travail, emploi, solidarité;1777
6796;Fiscalité, finances publiques;1777
6797;Numérique;1777
6798;Professions réglementées;1777
6799;Logement, aménagement du territoire, urbanisme;1778
6800;Commerce extérieur;1779
6801;Concurrence, consommation;1779
6802;Economie;1779
6803;Travail, emploi, solidarité;1779
6804;Fiscalité, finances publiques;1779
6805;Concurrence, consommation;1780
6806;Economie;1780
6807;Education, enseignement supérieur, formation;1780
6808;Travail, emploi, solidarité;1780
6809;Environnement;1780
6810;Numérique;1781
6811;Pouvoirs publics, institutions, fonction publique;1782
6812;Santé, sécurité sociale;1782
6813;Agriculture, alimentation, pêche;1783
6814;Santé, sécurité sociale;1784
6815;Concurrence, consommation;1785
6816;Fiscalité, finances publiques;1785
6817;Médias, industries culturelles;1785
6818;Numérique;1785
6819;Propriété intellectuelle;1785
6820;Arts, patrimoine culturel;1786
6821;Education, enseignement supérieur, formation;1786
6822;Recherche, innovation;1786
6823;Médias, industries culturelles;1786
6824;Numérique;1786
6825;Agriculture, alimentation, pêche;1787
6826;Concurrence, consommation;1788
6827;Economie;1788
6828;Travail, emploi, solidarité;1788
6829;Fiscalité, finances publiques;1788
6830;Numérique;1788
6831;Environnement;1789
6832;Logement, aménagement du territoire, urbanisme;1789
6833;Transports, logistique;1789
6834;Education, enseignement supérieur, formation;1790
6835;Travail, emploi, solidarité;1790
6836;Recherche, innovation;1790
6837;Numérique;1790
6838;Agriculture, alimentation, pêche;1791
6839;Arts, patrimoine culturel;1792
6840;Energie;1792
6841;Environnement;1792
6842;Logement, aménagement du territoire, urbanisme;1792
6843;Pouvoirs publics, institutions, fonction publique;1792
6844;Transports, logistique;1792
6845;Agriculture, alimentation, pêche;1793
6846;Agriculture, alimentation, pêche;1794
6847;Economie;1795
6848;Environnement;1795
6849;Numérique;1795
6850;Pouvoirs publics, institutions, fonction publique;1795
6851;Questions de société;1795
6852;Concurrence, consommation;1796
6853;Economie;1796
6854;Travail, emploi, solidarité;1796
6855;Energie;1796
6856;Fiscalité, finances publiques;1796
6857;Gouvernance d’entreprise;1796
6858;Environnement;1796
6859;Logement, aménagement du territoire, urbanisme;1796
6860;Pouvoirs publics, institutions, fonction publique;1796
6861;Professions réglementées;1796
6862;Economie;1797
6863;Numérique;1797
6864;Sports, loisirs, tourisme;1797
6865;Agriculture, alimentation, pêche;1798
6866;Economie;1798
6867;Professions réglementées;1798
6868;Santé, sécurité sociale;1798
6869;Questions de société;1798
6870;Economie;1799
6871;Pouvoirs publics, institutions, fonction publique;1799
6872;Logement, aménagement du territoire, urbanisme;1800
6873;Banques, assurances, secteur financier;1801
6874;Economie;1801
6875;Fiscalité, finances publiques;1801
6876;Numérique;1801
6877;Santé, sécurité sociale;1802
6878;Défense, sécurité;1803
6879;Economie;1803
6880;Outre-mer;1803
6881;Pouvoirs publics, institutions, fonction publique;1803
6882;Santé, sécurité sociale;1803
6883;Agriculture, alimentation, pêche;1804
6884;Travail, emploi, solidarité;1804
6885;Environnement;1804
6886;Professions réglementées;1804
6887;Santé, sécurité sociale;1804
6888;Concurrence, consommation;1805
6889;Economie;1805
6890;Education, enseignement supérieur, formation;1805
6891;Travail, emploi, solidarité;1805
6892;Fiscalité, finances publiques;1805
6893;Santé, sécurité sociale;1805
6894;Education, enseignement supérieur, formation;1806
6895;Pouvoirs publics, institutions, fonction publique;1806
6896;Agriculture, alimentation, pêche;1807
6897;Economie;1807
6898;Travail, emploi, solidarité;1807
6899;Recherche, innovation;1807
6900;Fiscalité, finances publiques;1807
6901;Arts, patrimoine culturel;1808
6902;Travail, emploi, solidarité;1808
6903;Fiscalité, finances publiques;1808
6904;Environnement;1808
6905;Propriété intellectuelle;1808
6906;Energie;1809
6907;Travail, emploi, solidarité;1810
6908;Logement, aménagement du territoire, urbanisme;1810
6909;Numérique;1810
6910;Sports, loisirs, tourisme;1810
6911;Transports, logistique;1810
6912;Agriculture, alimentation, pêche;1811
6913;Concurrence, consommation;1811
6914;Economie;1811
6915;Travail, emploi, solidarité;1811
6916;Energie;1811
6917;Recherche, innovation;1811
6918;Environnement;1811
6919;Logement, aménagement du territoire, urbanisme;1811
6920;Numérique;1811
6921;Professions réglementées;1811
6922;Santé, sécurité sociale;1811
6923;Banques, assurances, secteur financier;1812
6924;Energie;1812
6925;Environnement;1812
6926;Pouvoirs publics, institutions, fonction publique;1812
6927;Transports, logistique;1812
6928;Agriculture, alimentation, pêche;1813
6929;Economie;1813
6930;Recherche, innovation;1813
6931;Environnement;1813
6932;Santé, sécurité sociale;1813
6933;Travail, emploi, solidarité;1814
6934;Médias, industries culturelles;1814
6935;Numérique;1814
6936;Propriété intellectuelle;1814
6937;Economie;1815
6938;Santé, sécurité sociale;1815
6939;Energie;1816
6940;Logement, aménagement du territoire, urbanisme;1817
6941;Recherche, innovation;1818
6942;Environnement;1818
6943;Numérique;1818
6944;Propriété intellectuelle;1818
6945;Transports, logistique;1818
6946;Energie;1819
6947;Economie;1820
6948;Travail, emploi, solidarité;1820
6949;Fiscalité, finances publiques;1820
6950;Gouvernance d’entreprise;1820
6951;Professions réglementées;1820
6952;Banques, assurances, secteur financier;1821
6953;Défense, sécurité;1821
6954;Travail, emploi, solidarité;1821
6955;Economie;1822
6956;Education, enseignement supérieur, formation;1822
6957;Pouvoirs publics, institutions, fonction publique;1822
6958;Professions réglementées;1822
6959;Affaires étrangères, coopération internationale;1823
