;domaines_intervention_actions_menees;activite_id
23953;Agriculture;11777
23954;Agriculture;11778
23955;Agriculture;11779
23956;Agriculture;11780
23957;Agriculture;11781
23958;Agriculture;11782
23959;Agriculture;11783
23960;Agriculture;11784
23961;Agriculture;11785
23962;Agriculture;11786
23963;Agriculture;11787
23964;Agriculture;11788
23965;Agriculture;11789
23966;Agriculture;11790
23967;Industrie agroalimentaire;11791
23968;Agriculture;11791
23969;Agriculture;11792
23970;Agriculture;11793
23971;Agriculture;11794
23972;Agriculture;11795
23973;Agriculture;11796
23974;Agriculture;11797
23975;Agriculture;11798
23976;Agriculture;11799
23977;Soins et maladies;11800
23978;Système de santé et médico-social;11801
23979;Enseignement supérieur;11801
23980;Remboursements;11802
23981;Soins et maladies;11802
23982;Budget;11803
23983;Normes de production;11804
23984;Dépollution;11804
23985;Marchés réglementés;11804
23986;Bâtiments et travaux publics;11804
23987;Politique industrielle;11804
23988;Bâtiments et travaux publics;11805
23989;Budget;11805
23990;Recherche et innovation;11806
23991;Recherche et innovation;11807
23992;Recherche et innovation;11808
23993;Recherche et innovation;11809
23994;Recherche et innovation;11810
23995;Recherche et innovation;11811
23996;Recherche et innovation;11812
23997;Recherche et innovation;11813
23998;Impact de l'activité industrielle;11814
23999;Normes de production;11815
24000;Politique industrielle;11815
24001;Qualité de l'eau;11815
24002;Eaux;11815
24003;Qualité de l'eau;11816
24004;Eaux;11816
24005;Impact de l'activité industrielle;11816
24006;Qualité de l'eau;11817
24007;Eaux;11817
24008;Impact de l'activité industrielle;11817
24009;Qualité de l'eau;11818
24010;Eaux;11818
24011;Impact de l'activité industrielle;11818
24012;Institutions européennes;11819
24013;Qualité de l'eau;11819
24014;Eaux;11819
24015;Impact de l'activité industrielle;11819
24016;Qualité de l'eau;11820
24017;Eaux;11820
24018;Impact de l'activité industrielle;11820
24019;Qualité de l'eau;11821
24020;Eaux;11821
24021;Energies renouvelables;11821
24022;Agriculture;11821
24023;Politique industrielle;11822
24024;Qualité de l'eau;11822
24025;Eaux;11822
24026;Impact de l'activité industrielle;11822
24027;Qualité de l'eau;11823
24028;Eaux;11823
24029;Energies renouvelables;11823
24030;Qualité de l'eau;11824
24031;Energies renouvelables;11824
24032;Qualité de l'eau;11825
24033;Eaux;11825
24034;Impact de l'activité industrielle;11825
24035;Qualité de l'eau;11826
24036;Eaux;11826
24037;Qualité de l'eau;11827
24038;Eaux;11827
24039;Impact de l'activité industrielle;11827
24040;Qualité de l'eau;11828
24041;Eaux;11828
24042;Impact de l'activité industrielle;11828
24043;Budget;11828
24044;PME/TPE;11829
24045;Aides aux entreprises;11829
24046;Bâtiments et travaux publics;11829
24047;Politique industrielle;11829
24048;Eaux;11829
24049;Marchés réglementés;11830
24050;Bâtiments et travaux publics;11830
24051;Qualité de l'eau;11830
24052;Eaux;11830
24053;Impact de l'activité industrielle;11830
24054;Qualité de l'eau;11831
24055;Eaux;11831
24056;Impact de l'activité industrielle;11831
24057;Infrastructures;11831
24058;Qualité de l'eau;11832
24059;Eaux;11832
24060;Budget;11832
24061;Industrie agroalimentaire;11833
24062;Agriculture;11833
24063;Industrie agroalimentaire;11834
24064;Agriculture;11834
24065;Industrie agroalimentaire;11835
24066;Agriculture;11835
24067;Industrie agroalimentaire;11836
24068;Agriculture;11836
24069;Energies renouvelables;11837
24070;Dialogue social;11838
24071;Déchets;11839
24072;Eaux;11839
24073;Egalité des chances;11840
24074;Déchets;11841
24075;Qualité de l'eau;11841
24076;Eaux;11841
24077;Déchets;11842
24078;Eaux;11843
24079;Budget;11843
24080;Politique industrielle;11844
24081;Eaux;11845
24082;Politique industrielle;11846
24083;Collectivités territoriales;11846
24084;Eaux;11846
24085;Accidents et catastrophes naturelles;11847
24086;Dépollution;11848
24087;Politique industrielle;11848
24088;Qualité de l'eau;11848
24089;Déchets;11849
24090;Dialogue social;11850
24091;Droit d'auteur;11851
24092;Aides aux entreprises;11851
24093;Brevet;11851
24094;Politique industrielle;11851
24095;Recherche et innovation;11851
24096;Politique industrielle;11852
24097;Recherche et innovation;11852
24098;Politique industrielle;11853
24099;Taxes;11854
24100;PME/TPE;11854
24101;Aides aux entreprises;11854
24102;Politique industrielle;11854
24103;Droit d'auteur;11855
24104;Aides aux entreprises;11855
24105;Politique industrielle;11855
24106;Recherche et innovation;11855
24107;Prévention;11856
24108;Collectivités territoriales;11856
24109;Système de santé et médico-social;11856
24110;Fonction publique;11856
24111;Impôts;11857
24112;Collectivités territoriales;11857
24113;Système de santé et médico-social;11857
24114;Fonction publique;11857
24115;Assurances;11858
24116;Prévention;11858
24117;Collectivités territoriales;11858
24118;Système de santé et médico-social;11858
24119;Fonction publique;11858
24120;Collectivités territoriales;11859
24121;Fonction publique;11859
24122;Collectivités territoriales;11860
24123;Fonction publique;11860
24124;Budget;11860
24125;Médicaments;11861
24126;Soins et maladies;11861
24127;Recherche et innovation;11861
24128;Enseignement supérieur;11861
24129;Remboursements;11862
24130;Système de santé et médico-social;11862
24131;Handicap;11862
24132;Egalité des chances;11862
24133;Partenariats public/privé;11863
24134;Médicaments;11863
24135;Politique industrielle;11863
24136;Système de santé et médico-social;11863
24137;Recherche et innovation;11863
24138;Prévention;11864
24139;Médicaments;11864
24140;Soins et maladies;11864
24141;Système de santé et médico-social;11864
24142;Marchés réglementés;11865
24143;Médicaments;11865
24144;Soins et maladies;11865
24145;Système de santé et médico-social;11865
24146;Recherche et innovation;11865
24147;Médicaments;11866
24148;Recherche et innovation;11866
24149;Politique industrielle;11867
24150;Soins et maladies;11867
24151;Recherche et innovation;11867
24152;Remboursements;11868
24153;Système de santé et médico-social;11868
24154;Handicap;11868
24155;Egalité des chances;11868
24156;Médicaments;11869
24157;Politique industrielle;11869
24158;Soins et maladies;11869
24159;Système de santé et médico-social;11869
24160;Recherche et innovation;11869
24161;Logement;11870
24162;Budget;11871
24163;Banques;11872
24164;Justice civile;11873
24165;Logement;11874
24166;Sécurité et normes alimentaires;11875
24167;Finances;11876
24168;Banques;11876
24169;Sécurité et normes alimentaires;11877
24170;Energies fossiles;11878
24171;Energie nucléaire;11878
24172;Assurances;11879
24173;Sécurité et normes alimentaires;11880
24174;Energie nucléaire;11881
24175;Sécurité et normes alimentaires;11882
24176;Agriculture;11882
24177;Energies fossiles;11883
24178;Energie nucléaire;11883
24179;Logement;11884
24180;Assurances;11885
24181;Collectivités territoriales;11885
24182;Assurances;11886
24183;Collectivités territoriales;11887
24184;Fonction publique;11887
24185;Marchés réglementés;11888
24186;Assurances;11889
24187;Marchés réglementés;11889
24188;Collectivités territoriales;11889
24189;Assurances;11890
24190;Marchés réglementés;11890
24191;Collectivités territoriales;11890
24192;Assurances;11891
24193;Collectivités territoriales;11891
24194;Assurances;11892
24195;Collectivités territoriales;11892
24196;Assurances;11893
24197;Collectivités territoriales;11893
24198;Déchets;11894
24199;Impact de l'activité industrielle;11894
24200;Impact de l'activité industrielle;11895
24201;Taxes;11896
24202;Impact de l'activité industrielle;11896
24203;Impact de l'activité industrielle;11897
24204;Impact de l'activité industrielle;11898
24205;Impact de l'activité industrielle;11899
24206;Formation professionnelle;11900
24207;Impact de l'activité industrielle;11901
24208;Taxes;11902
24209;Impact de l'activité industrielle;11902
24210;Impact de l'activité industrielle;11903
24211;PME/TPE;11904
24212;Impact de l'activité industrielle;11904
24213;Education;11905
24214;Formation professionnelle;11905
24215;PME/TPE;11906
24216;Impact de l'activité industrielle;11906
24217;Moralisation/Transparence;11907
24218;Droits des victimes;11907
24219;Droits et libertés fondamentales;11907
24220;Impôts;11908
24221;Moralisation/Transparence;11908
24222;Justice pénale;11908
24223;Institutions judiciaires;11908
24224;Moralisation/Transparence;11909
24225;Moralisation/Transparence;11910
24226;Impôts;11911
24227;Moralisation/Transparence;11911
24228;Institutions judiciaires;11911
24229;Moralisation/Transparence;11912
24230;Moralisation/Transparence;11913
24231;Droits des victimes;11913
24232;Justice pénale;11913
24233;Aide au développement;11913
24234;Budget;11913
24235;Moralisation/Transparence;11914
24236;Droits des victimes;11914
24237;Droits et libertés fondamentales;11914
24238;Moralisation/Transparence;11915
24239;Moralisation/Transparence;11916
24240;Moralisation/Transparence;11917
24241;Moralisation/Transparence;11918
24242;Institutions judiciaires;11919
24243;Moralisation/Transparence;11920
24244;Sports;11921
24245;Moralisation/Transparence;11921
24246;Moralisation/Transparence;11922
24247;Institutions judiciaires;11923
24248;Budget;11923
24249;Taxes;11924
24250;Impôts;11924
24251;Institutions européennes;11924
24252;Moralisation/Transparence;11924
24253;Moralisation/Transparence;11925
24254;Impôts;11926
24255;Institutions européennes;11926
24256;Moralisation/Transparence;11926
24257;Moralisation/Transparence;11927
24258;Institutions judiciaires;11928
24259;Sports;11929
24260;Moralisation/Transparence;11929
24261;Moralisation/Transparence;11930
24262;Moralisation/Transparence;11931
24263;Justice pénale;11932
24264;Moralisation/Transparence;11933
24265;Moralisation/Transparence;11934
24266;Moralisation/Transparence;11935
24267;Institutions judiciaires;11936
24268;Justice pénale;11937
24269;Collectivités territoriales;11938
24270;Sports;11939
24271;Moralisation/Transparence;11939
24272;Moralisation/Transparence;11940
24273;Moralisation/Transparence;11941
24274;Moralisation/Transparence;11942
24275;Moralisation/Transparence;11943
24276;Moralisation/Transparence;11944
24277;Agriculture;11945
24278;Agriculture;11946
24279;Agriculture;11947
24280;Agriculture;11948
24281;Agriculture;11949
24282;Agriculture;11950
24283;Sécurité et normes alimentaires;11951
24284;Agriculture;11951
24285;Sécurité et normes alimentaires;11952
24286;Agriculture;11952
24287;Sécurité et normes alimentaires;11953
24288;Agriculture;11953
24289;Sécurité et normes alimentaires;11954
24290;Agriculture;11954
24291;Sécurité et normes alimentaires;11955
24292;Agriculture;11955
24293;Sécurité et normes alimentaires;11956
24294;Agriculture;11956
24295;Sécurité et normes alimentaires;11957
24296;Agriculture;11957
24297;Sécurité et normes alimentaires;11958
24298;Agriculture;11958
24299;Sécurité et normes alimentaires;11959
24300;Agriculture;11959
24301;Sécurité et normes alimentaires;11960
24302;Agriculture;11960
24303;Déchets;11961
24304;Déchets;11962
24305;Déchets;11963
24306;Déchets;11964
24307;Dépollution;11965
24308;Déchets;11965
24309;Déchets;11966
24310;Qualité de l'eau;11966
24311;Logement;11967
24312;Logement;11968
24313;Taxes;11969
24314;Bâtiments et travaux publics;11969
24315;Logement;11970
24316;Construction;11971
24317;Construction;11972
24318;Construction;11973
24319;Construction;11974
24320;Système de santé et médico-social;11975
24321;Système de santé et médico-social;11976
24322;Système de santé et médico-social;11977
24323;Enseignement supérieur;11978
24324;Finances;11979
24325;Assurances;11979
24326;Banques;11979
24327;Finances;11980
24328;Impact de l'activité industrielle;11980
24329;Energies fossiles;11980
24330;Budget;11980
24331;Eaux;11981
24332;Impact de l'activité industrielle;11981
24333;Forêt;11981
24334;Chasse;11981
24335;Pêche;11981
24336;Finances;11982
24337;Bâtiments et travaux publics;11982
24338;Logement;11982
24339;Construction;11982
24340;Bâtiments et travaux publics;11983
24341;Logement;11983
24342;Construction;11983
24343;Accès à l’Internet;11984
24344;Infrastructures de télécommunications;11984
24345;Recherche et innovation;11984
24346;Marché du numérique;11984
24347;Transport de voyageurs;11985
24348;Impact des transports individuels;11985
24349;Impact des transports marchands et collectifs;11985
24350;Transports alternatifs;11985
24351;Impact des transports individuels;11986
24352;Impact des transports marchands et collectifs;11986
24353;Impact de l'activité industrielle;11986
24354;Energies fossiles;11986
24355;Infrastructures;11986
24356;Taxes;11987
24357;Impôts;11987
24358;Impact de l'activité industrielle;11987
24359;Energies fossiles;11987
24360;Budget;11987
24361;Infrastructures;11988
24362;Accès à l’Internet;11989
24363;Education;11990
24364;Sécurité nationale;11990
24365;Logement;11991
24366;Construction;11991
24367;Formation professionnelle;11992
24368;Formation professionnelle;11993
24369;Formation professionnelle;11994
24370;Taxes;11995
24371;Energies renouvelables;11995
24372;Budget;11995
24373;Formation professionnelle;11996
24374;Formation professionnelle;11997
24375;Energies renouvelables;11998
24376;Energies fossiles;11998
24377;Formation professionnelle;11999
24378;Formation professionnelle;12000
24379;Formation professionnelle;12001
24380;Energies renouvelables;12002
