;civilite_collaborateur;fonction_collaborateur;nom_collaborateur;prenom_collaborateur;representants_id;nom_prenom_collaborateur
5527;M;Président;BOUGRAIN DUBOURG;Allain;1744;BOUGRAIN DUBOURG Allain
5528;M;vice président - représentant d’intérêt AN;AMEILHAUD;Jean-Paul;1745;AMEILHAUD Jean-Paul
5529;M;Administrateur - représentant d'intérêt Sénat;BRITSCH;Bruno;1745;BRITSCH Bruno
5530;M;;SANCHEZ;Arnaud;1746;SANCHEZ Arnaud
5531;MME;;SERVAT;Laurence;1747;SERVAT Laurence
5532;M;directeur général;DE COATPONT;Tanguy;1748;DE COATPONT Tanguy
5533;M;Public affairs manager;DECHOUX;Arnaud;1748;DECHOUX Arnaud
5534;MME;Corporate communication manager;GABAS;Fanny;1748;GABAS Fanny
5535;M;;DECHOUX;Arnaud;1748;DECHOUX Arnaud
5536;MME;Déléguée générale;PFRUNDER;Frédérique;1749;PFRUNDER Frédérique
5537;MME;responsable plaidoyer;SUCHET;Lucie;1749;SUCHET Lucie
5538;MME;;AMOUROUX;Aurelie;1750;AMOUROUX Aurelie
5539;M;Président;REGNIER;Frédéric;1751;REGNIER Frédéric
5540;M;Secrétaire Général;EL-HADJ;Sébastien;1751;EL-HADJ Sébastien
5541;MME;;BEAUDET;Elodie;1752;BEAUDET Elodie
5542;M;;LASSERRE;Lilian;1753;LASSERRE Lilian
5543;MME;;GUILLERAND;Stephanie;1754;GUILLERAND Stephanie
5544;M;directeur commercial et stratégie;COTIN;Pierre;1754;COTIN Pierre
5545;MME;Directrice générale;BORIE-BANCEL;Laurence;1754;BORIE-BANCEL Laurence
5546;M;;CARCAUZON;Gilles;1755;CARCAUZON Gilles
5547;M;Directeur Général;CARCAUZON;Gilles;1755;CARCAUZON Gilles
5548;MME;Chargée des affaires réglementaires;BERTHOLOM;Bénédicte;1756;BERTHOLOM Bénédicte
5549;M;Conseiller Protection sociale;CARLIER;Bertran;1756;CARLIER Bertran
5550;MME;Conseillère du Président;AUGE-CAUMON;Marie-Josée;1756;AUGE-CAUMON Marie-Josée
5551;M;Secrétaire général de l'USPO;VARIOT;Pierre-Olivier;1756;VARIOT Pierre-Olivier
5552;MME;Secrétaire générale de l'USPO;BOUZIGE;Brigitte;1756;BOUZIGE Brigitte
5553;MME;Assistante;COUSIN;Nathalie;1756;COUSIN Nathalie
5554;MME;Assistante;CISSOKHO;Aminata;1756;CISSOKHO Aminata
5555;M;Trésorier;GELBHART;Paul;1756;GELBHART Paul
5556;MME;Directrice des affaires juridiques et conformité;BARDANT;Marianne;1757;BARDANT Marianne
5557;M;Directeur des affaires économiques et internationales;BASEILHAC;Eric;1757;BASEILHAC Eric
5558;MME;Responsable des affaires publiques;DE BELOT;Fanny;1757;DE BELOT Fanny
5559;MME;Chargée de mission Affaires Publiques;LESBATS;Annaïk;1757;LESBATS Annaïk
5560;M;Directeur Général;LAMOUREUX;Philippe;1757;LAMOUREUX Philippe
5561;MME;Directrice;BEZEAU;Sophie;1758;BEZEAU Sophie
5562;M;;CASPAR-FILLE-LAMBIE;Thierry;1759;CASPAR-FILLE-LAMBIE Thierry
5563;M;;HUREL;François;1760;HUREL François
5564;M;Co-président, en charge du répertoire HATVP;VASSE;Damien;1761;VASSE Damien
5565;M;président;SAINSON;Pascal;1762;SAINSON Pascal
5566;M;Directeur des Affaires Economiques et Juridiques;ROUFFIGNAC;Alexandre;1763;ROUFFIGNAC Alexandre
5567;M;Directeur des Affaires Sociales;ENFER;Didier;1763;ENFER Didier
5568;MME;Déléguée Générale;MULLE;Sofy;1763;MULLE Sofy
5569;M;Président de la FFB GP;TUFFIER;Jean Luc;1763;TUFFIER Jean Luc
5570;M;Président de l'UD 92;DAGAN;Frédéric;1763;DAGAN Frédéric
5571;M;Président de l'UD 94;MAGDZIAK;Edouard;1763;MAGDZIAK Edouard
5572;M;Président de l'UD 93;SERVALLI;Philippe;1763;SERVALLI Philippe
5573;M;Président de l'UD 75;SANCHEZ;Angel;1763;SANCHEZ Angel
5574;MME;chargée de mission relations institutionnelles;COURTOIS;Maylis;1763;COURTOIS Maylis
5575;MME;Directrice des Affaires Publiques;NAMADE;Nathalie;1764;NAMADE Nathalie
5576;M;Directeur des Relations Institutionnelles;ADAM;Eric;1764;ADAM Eric
5577;M;Directeur des relations institutionnelles;DOURCY;Philippe;1765;DOURCY Philippe
5578;M;Directeur Genéral Decathlon;ABALLEA;Michel;1765;ABALLEA Michel
5579;MME;;CHABANON;Camille;1766;CHABANON Camille
5580;MME;Déléguée générale;LE BAIL;Véronqiue;1767;LE BAIL Véronqiue
5581;M;vice-président;KRITCHMAR;Alain;1767;KRITCHMAR Alain
5582;M;vice-président;LAGACHE;Gilles;1767;LAGACHE Gilles
5583;M;trésorier;VALLET;Jean François;1767;VALLET Jean François
5584;MME;responsable réglementation & conseil;JORDA;Emilie;1767;JORDA Emilie
5585;M;Secrétaire Général;LE ROUX;Christian;1768;LE ROUX Christian
5586;M;Directeur du développement;FOURNIL;Johann;1768;FOURNIL Johann
5587;M;;CHEVALEYRE;Fabrice;1769;CHEVALEYRE Fabrice
5588;M;Délégué Général;HEYNDRICKX;François;1770;HEYNDRICKX François
5589;M;Secrétaire Général;JAFFIOL;Michel;1771;JAFFIOL Michel
5590;M;Président;ROSSIGNOL;Fabien;1771;ROSSIGNOL Fabien
5591;M;Président Adjoint;LONJARET;Jean-Yves;1771;LONJARET Jean-Yves
5592;M;Président adjoint trésorier;JAILLET;Daniel;1771;JAILLET Daniel
5593;M;Vice Président Délégué;BUIRON;Gérard;1771;BUIRON Gérard
5594;M;Vice Président Délégué;HENRY;Rémi;1771;HENRY Rémi
5595;M;Vice Président Délégué;METROP;Jacques;1771;METROP Jacques
5596;M;Vice Président Délégué;PIERRON;Eric;1771;PIERRON Eric
5597;M;Responsable des affaires publiques;TILLIER;Vincent;1772;TILLIER Vincent
5598;M;Vice-Président;PADIEU;Olivier;1773;PADIEU Olivier
5599;M;Délégué général;RAYNAL;Nicolas;1773;RAYNAL Nicolas
5600;M;Président;BALBI;André;1773;BALBI André
5601;M;Directeur Général Adjoint;VANACKERE;Gilles;1774;VANACKERE Gilles
5602;M;;DU GUERNY;Grégoire;1775;DU GUERNY Grégoire
5603;MME;Directrice affaires publiques;LAFON;Madeleine;1775;LAFON Madeleine
5604;M;Président;CORBIN;Patrick;1775;CORBIN Patrick
5605;M;Délégué général;CHAPUIS;Thierry;1775;CHAPUIS Thierry
5606;M;Secrétaire Général;LORIN;Samuel;1776;LORIN Samuel
5607;M;Président;FEIJOO;François;1777;FEIJOO François
5608;M;Délégué Général;LE ROCH;Emmanuel;1777;LE ROCH Emmanuel
5609;M;Secrétaire Général;SCHNEIDER;Cyrille;1778;SCHNEIDER Cyrille
5610;M;Président;PAQUIN;Claude-Eric;1779;PAQUIN Claude-Eric
5611;MME;Déléguée Générale;BONNET;Michelle;1779;BONNET Michelle
5612;MME;Assistante de Direction;FOURNIER;Dominique;1779;FOURNIER Dominique
5613;MME;;ROLLAND;Martine;1780;ROLLAND Martine
5614;M;;ZERBIB;Jeremy;1781;ZERBIB Jeremy
5615;M;Directeur des affaires publiques France et Afrique francophone;LEMPERT;Emmanuel;1781;LEMPERT Emmanuel
5616;MME;Directrice adjointe des affaires publiques France;TALEB;Amal;1781;TALEB Amal
5617;M;Ingénieur d'affaires;COVILLAS;Jean;1781;COVILLAS Jean
5618;M;Ingénieur d'affaires;LE DRIANT;Jean-Marc;1781;LE DRIANT Jean-Marc
5619;MME;Ingénieur d'affaires;GLENAT;Charlotte;1781;GLENAT Charlotte
5620;M;Directeur Commercial;SCHVARTZ;Fabien;1781;SCHVARTZ Fabien
5621;M;Ingénieur d'affaires;HASSENFRATZ;Marc;1781;HASSENFRATZ Marc
5622;M;Ingénieur d'affaires;MERIAN;Patrick;1781;MERIAN Patrick
5623;M;Directeur Commercial;FONTANA;Stéphane;1781;FONTANA Stéphane
5624;M;Directeur Commercial;COTTE;Hubert;1781;COTTE Hubert
5625;M;Conseiller stratégique;LAN HING TIN;Nicolas;1781;LAN HING TIN Nicolas
5626;MME;Avant-Vente;CHARLET-JANOT;Michèle;1781;CHARLET-JANOT Michèle
5627;MME;Avant-vente;SEGUIN;Delphine;1781;SEGUIN Delphine
5628;M;Avant-vente;ALARDET;Stéphane;1781;ALARDET Stéphane
5629;M;Ingénieur d'affaires;SERIE;Yves;1781;SERIE Yves
5630;M;Président SAP France;DE LAPORTALIERE;Amaury;1781;DE LAPORTALIERE Amaury
5631;M;Directeur Général SAP France;GENEVOIS;Marc;1781;GENEVOIS Marc
5632;M;Directeur Général Adjoint SAP France;MERLET;Arnaud;1781;MERLET Arnaud
5633;MME;Directrice Financière SAP France;BRUN NECKEBROCK;Emmanuelle;1781;BRUN NECKEBROCK Emmanuelle
5634;M;DIRECTEUR GENERAL;ERRARD;Patrick;1782;ERRARD Patrick
5635;M;DIRECTEUR AFFAIRES PUBLIQUES;DE TROGOFF;Herve;1782;DE TROGOFF Herve
5636;MME;Responsable Affaires Publiques;LESBATS;Annaïk;1782;LESBATS Annaïk
5637;MME;Animatrice syndicale;GUINCHARD;Lison;1783;GUINCHARD Lison
5638;M;Membre du bureau;BAUQUIS;Antoine;1783;BAUQUIS Antoine
5639;M;Vice Président;BILAT;Germain;1783;BILAT Germain
5640;M;Membre du bureau;DECARD;Julien;1783;DECARD Julien
5641;M;vice président;LAURENT;Isabey;1783;LAURENT Isabey
5642;MME;Vice-Président;GRANGEOT;Justine;1783;GRANGEOT Justine
5643;M;Secrétaire Général;RAILLARD;Sébastien;1783;RAILLARD Sébastien
5644;M;Secrétaire Général Adjoint;VACONNET;Etienne;1783;VACONNET Etienne
5645;MME;Vice-Présidente;MONNEY;Anais;1783;MONNEY Anais
5646;M;Trésorier;BESANCON;Fabrice;1783;BESANCON Fabrice
5647;M;Membre du bureau;CUNY;Anthony;1783;CUNY Anthony
5648;M;Membre du bureau;CHAUSSE;Jérémy;1783;CHAUSSE Jérémy
5649;M;;CHEVALLET;Jacques;1784;CHEVALLET Jacques
5650;M;;HARDOUIN;Philippe;1785;HARDOUIN Philippe
5651;M;Consultant;PETRUCCI;Arturo;1785;PETRUCCI Arturo
5652;MME;Attachée à la diffusion et à la promition;BÉTOLAUD;Marie;1786;BÉTOLAUD Marie
5653;MME;;DUCHÂTEAU;Colette;1787;DUCHÂTEAU Colette
5654;M;;FRIGOUT;Gweltaz;1788;FRIGOUT Gweltaz
5655;M;;MAGUIN;Charles;1789;MAGUIN Charles
5656;M;Président;DUBUC;Pierre;1790;DUBUC Pierre
5657;MME;Assistante de direction;BONNET;Silvia;1791;BONNET Silvia
5658;M;;GUILLAUMIN;Eric;1792;GUILLAUMIN Eric
5659;M;directeur associé;GUILLAUMIN;Eric;1792;GUILLAUMIN Eric
5660;M;Président;IZARD;Jonathan;1793;IZARD Jonathan
5661;M;Membre du bureau;DOUMENG;Jean-François;1793;DOUMENG Jean-François
5662;MME;Secrétaire Générale;DOUMENG;Elodie;1793;DOUMENG Elodie
5663;M;Co-Trésorier;MILLES;Marc;1793;MILLES Marc
5664;M;Vice-Président;ALBOUY;Sébastien;1793;ALBOUY Sébastien
5665;M;Membre du bureau;DARROUY;Guillaume;1793;DARROUY Guillaume
5666;M;Secrétaire Général Adjoint;FOURNES;Benjamin;1793;FOURNES Benjamin
5667;M;Vice-Président;CHAUBET;Arnaud;1793;CHAUBET Arnaud
5668;M;Vice-Président;MARQUIE;Baptiste;1793;MARQUIE Baptiste
5669;M;Secrétaire Général Adjoint;MARONESE;Yoan;1793;MARONESE Yoan
5670;M;Co-trésorier;BANQUET;Clément;1793;BANQUET Clément
5671;M;Membre du bureau;FABRE;Thibaut;1793;FABRE Thibaut
5672;MME;;ROQUET;Claire;1794;ROQUET Claire
5673;M;président de jeunes agriculteurs de l'Aisne;GHEKIERE;Ludovic;1794;GHEKIERE Ludovic
5674;MME;;NEUMANN;Laurine;1794;NEUMANN Laurine
5675;M;DIRECTEUR JURIDIQUE;LELART;Christophe;1795;LELART Christophe
5676;M;DIRECTEUR GENERAL;LEBEUGLE;Franck;1795;LEBEUGLE Franck
5677;M;RESPONSABLE PROJET;GEOFFROY;Thierry;1795;GEOFFROY Thierry
5678;M;;FUETTERER;Pîerre;1796;FUETTERER Pîerre
5679;M;;KARSENTI;Olivier;1797;KARSENTI Olivier
5680;M;;LECLERC;Michel-Edouard;1798;LECLERC Michel-Edouard
5681;M;Responsable communication;FRISON;Philipp;1799;FRISON Philipp
5682;M;Directeur Infrastructures;GARNIER;Pascal;1799;GARNIER Pascal
5683;M;Directeur Général;JACOBEE;Sylvain;1799;JACOBEE Sylvain
5684;M;;COROUGE DIT ROUVIER-COROUGE;Philippe Dominique;1800;COROUGE DIT ROUVIER-COROUGE Philippe Dominique
5685;MME;Directrice générale;DE MAUPEOU;Florence;1801;DE MAUPEOU Florence
5686;MME;Responsable relations institutionnelles;TOUBIANA;Anaële;1801;TOUBIANA Anaële
5687;M;Directeur;LEGAUX;Marc;1802;LEGAUX Marc
5688;MME;Présidente;DURAND;Monique;1802;DURAND Monique
5689;M;Président Directeur Général;JOSSA;Edward;1803;JOSSA Edward
5690;MME;Directrice Générale Déléguée;DELERUELLE;Isabelle;1803;DELERUELLE Isabelle
5691;M;Directeur central marketing communication;VARENE;Denis;1803;VARENE Denis
5692;M;Directeur central Etat;HOANG-VAN;Philippe;1803;HOANG-VAN Philippe
5693;M;"Directeur central ""DEVELOPPEMENT TERRITORIAL""";JACQUET;Pascal;1803;JACQUET Pascal
5694;M;Directeur adjoint chargé de la stratégie territoriale;FOURNIER;Guy;1803;FOURNIER Guy
5695;M;"Chargé de mission ""grands prescripteurs""";DE ROFFIGNAC;Matthieu;1803;DE ROFFIGNAC Matthieu
5696;M;"Directeur ""Ministères et Etablissements Franciliens""";TEURNIER;Philippe;1803;TEURNIER Philippe
5697;M;Directeur réseau territorial IDF;DENEUVE;Eric;1803;DENEUVE Eric
5698;M;Directeur réseau territorial Centre Est;PICHON;Pierre;1803;PICHON Pierre
5699;M;Directeur réseau territorial Nord-Est;NAMURA;Michel;1803;NAMURA Michel
5700;M;"Directeur réseau territorial ""Centre-Ouest""";LAMBERT;Serge;1803;LAMBERT Serge
5701;M;Directeur réseau territorial Sud-Est;TALLANDIER;Gérard;1803;TALLANDIER Gérard
5702;M;Directeur réseau territorial (Nord-Ouest);NICQ;Marc;1803;NICQ Marc
5703;M;Directeur réseau territorial Sud-Ouest;MOTHE;Pascal;1803;MOTHE Pascal
5704;M;Directeur réseau territorial SUD;MAIRE;Sebastien;1803;MAIRE Sebastien
5705;MME;"Chef de département ""communication et affaires publiques""";BELSOEUR-BLUTEAU;Pascale;1803;BELSOEUR-BLUTEAU Pascale
5706;MME;Responsable des relations publiques;PERRIER;Caroline;1803;PERRIER Caroline
5707;MME;Responsable des relations publiques;TOPENOT;Victoria;1803;TOPENOT Victoria
5708;M;Président;BUISSON;Pierre;1804;BUISSON Pierre
5709;M;Secrétaire Général;PERRIN;Laurent;1804;PERRIN Laurent
5710;M;Vice-Président;LEJEAU;Eric;1804;LEJEAU Eric
5711;MME;Directrice;DAUMAS;Anne;1804;DAUMAS Anne
5712;M;Chargé de mission;MINERY;Claude;1805;MINERY Claude
5713;MME;Vice-présidente services;WAGNER;Vanessa;1805;WAGNER Vanessa
5714;MME;Directeur Général;DUBOUE;Valérie;1806;DUBOUE Valérie
5715;M;Directeur des Affaires Générales;OLIVE;Michel;1806;OLIVE Michel
5716;M;Directeur;BONAMY;André-Pierre;1806;BONAMY André-Pierre
5717;M;Directeur;ERRAMI;Youssef;1806;ERRAMI Youssef
5718;MME;Directrice Générale;DE CASTRO;Elisabeth;1807;DE CASTRO Elisabeth
5719;MME;Directrice Générale adjointe;BOUVIER;Marjorie;1807;BOUVIER Marjorie
5720;M;Secrétaire général;STAUB;Franck;1808;STAUB Franck
5721;M;Président;DE LAVERGNOLLE;Jérôme;1808;DE LAVERGNOLLE Jérôme
5722;M;;LACOMBE;Sébastien;1809;LACOMBE Sébastien
5723;MME;DIRECTEUR GENERAL DE STORENGY;PREVIEU;Cecile;1809;PREVIEU Cecile
5724;M;Head of Corporate Affairs;LEPIOUFLE;Louis;1810;LEPIOUFLE Louis
5725;M;General Manager;CELLI;Alessandro;1810;CELLI Alessandro
5726;MME;Présidente;FANDRE;Capucine;1811;FANDRE Capucine
5727;M;Délégué Général;CHABANNE;Pierre-Emeric;1812;CHABANNE Pierre-Emeric
5728;MME;Directrice des Affaires Publiques;LEBAS;Marie-Cécile;1813;LEBAS Marie-Cécile
5729;M;Président;BARANNE;Bruno;1813;BARANNE Bruno
5730;M;Directeur;BOUCHEZ;Denis;1814;BOUCHEZ Denis
5731;M;Responsable des affaires juridiques et sociales;OUACHTATI;Samir;1814;OUACHTATI Samir
5732;M;Président;L'EPINE;Yves;1815;L'EPINE Yves
5733;M;Délégué général;VERON;Didier;1815;VERON Didier
5734;M;;ROUBANOVITCH;Frank;1816;ROUBANOVITCH Frank
5735;M;;VACHERON;Tristan;1817;VACHERON Tristan
5736;M;Directeur délégué affaires publiques et développement durable;DI PAOLA-GALLONI;Jean-Luc;1818;DI PAOLA-GALLONI Jean-Luc
5737;M;Chargé de mission;BURTSCHER;Jean-Baptiste;1818;BURTSCHER Jean-Baptiste
5738;MME;;EVESQUE;Corinne;1819;EVESQUE Corinne
5739;M;Responsable Relations Institutionnelles;THOMA;Cédric;1819;THOMA Cédric
5740;MME;Secrétaire Générale;GENESTE;Corinne;1820;GENESTE Corinne
5741;M;;DAOUST;François;1821;DAOUST François
5742;M;Secrétaire Général Directeur des Services;BOUCHE;Pierre;1822;BOUCHE Pierre
5743;M;SECRETAIRE GENERAL;BOUCHE;Pierre;1822;BOUCHE Pierre
5744;MME;Directrice Générale;SARFATI-SOBREIRA;Delphine;1823;SARFATI-SOBREIRA Delphine
5745;M;Directeur affaires publiques et juridiques;SAUSSINAN;David;1823;SAUSSINAN David
5746;M;Directeur communication;MESSALI;Régis;1823;MESSALI Régis
5747;M;;DE HENNEZEL;Edouard;1824;DE HENNEZEL Edouard
5748;MME;Directrice de la Communication corporate et des Affaires publiques;DISSARD;Anne-Virginie;1825;DISSARD Anne-Virginie
5749;M;Président;GALVEZ;Jean-Pierre;1826;GALVEZ Jean-Pierre
5750;MME;Directrice Générale des Services;CONIL;Patricia;1826;CONIL Patricia
5751;M;Président de Délégation Territoriale;ROLFO;Roland;1826;ROLFO Roland
5752;MME;Présidente de Délégation Territoriale;VIAL;Laure;1826;VIAL Laure
5753;MME;Présidente de Délégation Territoriale;CASSAR;Monique;1826;CASSAR Monique
5754;MME;Présidente de Délégation Territoriale;GARCIN;Chantal;1826;GARCIN Chantal
5755;M;Président de Délégation Territoriale;AUBERT;Thierry;1826;AUBERT Thierry
5756;M;Directeur général;CHETRIT;Jean-Luc;1827;CHETRIT Jean-Luc
5757;MME;Directrice des affaires publiques juridiques et éthiques;BOULET;Laura;1827;BOULET Laura
5758;MME;Chargée affaires publiques et RSE;BISQUERT;Hanaé;1827;BISQUERT Hanaé
5759;M;Directeur général délégué;MANZONI;Jacques;1828;MANZONI Jacques
5760;M;Président;GRUAT;Philippe;1828;GRUAT Philippe
5761;M;Directeur associé;LARGE;Renaud;1829;LARGE Renaud
5762;M;Directeur associé;ROIZEN;David;1829;ROIZEN David
5763;M;Directeur conseil;TAHMISSIAN;Julien;1829;TAHMISSIAN Julien
5764;M;Consultant;DUBANCHET;Etienne;1829;DUBANCHET Etienne
5765;MME;Consultante Senior;PROST;Juliette;1829;PROST Juliette
5766;M;Associé;DE BAILLIENCOURT;Philippe;1829;DE BAILLIENCOURT Philippe
5767;MME;Directrice Associée;FELLMANN;Sonia;1829;FELLMANN Sonia
5768;M;Consultant;DAUBIN;Godefroy;1829;DAUBIN Godefroy
5769;M;Consultant;DOIN;Jessy;1829;DOIN Jessy
5770;MME;Consultante;GRONDIN-DUBOSCQ;Paola;1829;GRONDIN-DUBOSCQ Paola
5771;M;;BESNIER;Frederic;1830;BESNIER Frederic
5772;M;Président;WOLFF;Patrick;1830;WOLFF Patrick
5773;M;Président;KEMPINSKI;Michel;1831;KEMPINSKI Michel
5774;M;Directeur général adjoint;TREFOIS;Patrick;1831;TREFOIS Patrick
5775;MME;Déléguée Générale;ELGOSI;Véronique;1832;ELGOSI Véronique
5776;M;Président;LOPEZ;Paul;1832;LOPEZ Paul
5777;MME;Responsable du service Scientifique et Technique;MAYOT;Julie;1832;MAYOT Julie
5778;M;Responsable Administratif et Financier;QUET;Simon;1833;QUET Simon
5779;MME;Directrice;COSSART;Sandra;1833;COSSART Sandra
5780;M;;SICOT;Pascal;1834;SICOT Pascal
5781;M;Secrétaire Général;LEBLANC;François;1834;LEBLANC François
5782;MME;Secrétaire Assistante;MARTINS DOS SANTOS;Marie-Christine;1834;MARTINS DOS SANTOS Marie-Christine
5783;M;Vice Président;VIALATOUX;Eric;1834;VIALATOUX Eric
5784;M;Secrétaire du CA;BIARD;Bruno;1834;BIARD Bruno
5785;M;Trésorier;SCHOUMACHER;Denis;1834;SCHOUMACHER Denis
5786;M;Trésorier adjoint;CHOLLET;Eddy;1834;CHOLLET Eddy
5787;M;Administrateur;LE QUERE;Jean-Alain;1834;LE QUERE Jean-Alain
5788;MME;Administratrice;DESPRET;Françoise;1834;DESPRET Françoise
5789;M;Administrateur;LE GUILLANT;Daniel;1834;LE GUILLANT Daniel
5790;M;Administrateur;MEYER;Thomas;1834;MEYER Thomas
5791;MME;Administratrice;NORMAND;Françoise;1834;NORMAND Françoise
5792;M;;LEBLANC;François;1834;LEBLANC François
5793;M;Président;JAYAT;Jean-Louis;1835;JAYAT Jean-Louis
5794;M;Président;FORGEAU;Joel;1836;FORGEAU Joel
5795;MME;Déléguée générale;LEPRESLE;Krystel;1836;LEPRESLE Krystel
5796;MME;Responsable des relations institutionnelles;PIOT;Stephanie;1836;PIOT Stephanie
5797;M;;MAILLET;Thibault;1837;MAILLET Thibault
5798;M;Directeur Général;MAZIERE;François;1838;MAZIERE François
5799;M;Directeur Entreprises et Développement Economique;BRIGE;Nicolas;1838;BRIGE Nicolas
5800;M;Directeur Action Territoriale et Prospective;CRIKELAIRE;Benjamin;1838;CRIKELAIRE Benjamin
5801;MME;Responsable Pôle Appui aux Entreprises;ARON;Michèle;1838;ARON Michèle
5802;MME;Chargée de Projet;TANON BOIREL;Maïwen;1838;TANON BOIREL Maïwen
5803;MME;Chargée Développement Economique;DUMARAIS;Fanny;1838;DUMARAIS Fanny
5804;M;Chargé Développement Economique;LEBATTEUX;Mickaël;1838;LEBATTEUX Mickaël
5805;M;Manager de Projet;GUILLOUET;Christophe;1838;GUILLOUET Christophe
5806;M;Directeur des Equipements Portuaires;DE GOUVILLE;Antoine;1838;DE GOUVILLE Antoine
5807;M;Directrice de la Formation;CHEVREL LEROUX;Annie;1838;CHEVREL LEROUX Annie
5808;MME;Chef de Cabinet;JEAN;Carole;1838;JEAN Carole
5809;MME;Chargée Développement Economique;COUTELLIER;Claudie;1838;COUTELLIER Claudie
5810;M;Président;BURIN DES ROZIERS;Emeric;1839;BURIN DES ROZIERS Emeric
5811;MME;Responsable des Affaires publiques & RSE;LHÉRITEAU-CALMÉ;Claire;1840;LHÉRITEAU-CALMÉ Claire
5812;M;Directeur Accès, Affaires publiques et pharmaceutiques;CHASSAGNOL;Frédéric;1840;CHASSAGNOL Frédéric
5813;MME;Chef de projet Senior Santé publique & Société Civile;DU BOUCHER;Stéphanie;1840;DU BOUCHER Stéphanie
5814;M;Président;TEISSEYRE;Gilles;1841;TEISSEYRE Gilles
5815;MME;Directrice Générale Exécutive;DUBOIS COLINEAU;Agnès;1841;DUBOIS COLINEAU Agnès
5816;MME;Manager;MARTIN;Morgane;1841;MARTIN Morgane
5817;MME;Consultante Senior;MULLER;Angela;1841;MULLER Angela
5818;M;Consultant;GAUTIER;Gaetan;1841;GAUTIER Gaetan
5819;M;Consultant;DES BOSCS;Nicolas;1841;DES BOSCS Nicolas
5820;MME;Consultante stagiaire;KHANDANI;Azadeh;1841;KHANDANI Azadeh
5821;MME;Consultante stagiaire;GROFF;Estelle;1841;GROFF Estelle
5822;MME;;CHANTEGREL;Emilie;1842;CHANTEGREL Emilie
5823;MME;Animatrice syndicale;CHANTEGREL;Emilie;1842;CHANTEGREL Emilie
5824;MME;Chargée de plaidoyer;DULIN;Hélène;1843;DULIN Hélène
5825;M;Président;LAUDAT;Vincent;1844;LAUDAT Vincent
5826;MME;Vice-Présidente Services;LOUISY-LOUIS;Aline;1844;LOUISY-LOUIS Aline
5827;M;Président de la Délégation de Rouen, Vice-Président Industrie;RANVEL;Denis;1844;RANVEL Denis
5828;M;Président de la Délégation de Dieppe;COQUELET;Patrick;1844;COQUELET Patrick
5829;M;Président de la Délégation d'Elbeuf;CHAUVIN;Dominique;1844;CHAUVIN Dominique
5830;M;Vice-Président Commerce;DEPRÉAUX;Philippe;1844;DEPRÉAUX Philippe
5831;MME;Trésorière;GRENIER;Annie;1844;GRENIER Annie
5832;M;Trésorier-Adjoint;GERARD;Philippe;1844;GERARD Philippe
5833;M;Secrétaire;HUBIN;Frédérick;1844;HUBIN Frédérick
5834;M;Secrétaire-Adjoint;PREVOST;Xavier;1844;PREVOST Xavier
5835;M;;LACOMBE;Alexandre;1845;LACOMBE Alexandre
5836;M;;NEVEU;Alexandre;1846;NEVEU Alexandre
5837;M;;PAUL;Bertrand;1846;PAUL Bertrand
5838;MME;;CHARBONNIER;Angeline;1846;CHARBONNIER Angeline
5839;M;;GELBARD;Alexandre;1847;GELBARD Alexandre
5840;MME;Consultante;VICKERY;Alexandra;1847;VICKERY Alexandra
5841;M;Consultant;HUYGHUES;Adrien;1847;HUYGHUES Adrien
5842;MME;;GIORDANO;Isabelle;1848;GIORDANO Isabelle
5843;MME;directrice;GIORDANO;Isabelle;1848;GIORDANO Isabelle
5844;M;Directeur des affaires générales;CHARRON;Jean-François;1849;CHARRON Jean-François
