;action_menee;action_representation_interet_id;action_menee_autre
4327;Autres : à préciser;1744;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4328;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1744;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4329;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1744;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4330;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;1744;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4331;Organiser des discussions informelles ou des réunions en tête-à-tête;1745;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4332;Autres : à préciser;1745;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4333;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1745;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4334;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1745;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4335;Etablir une correspondance régulière (par courriel, par courrier…);1745;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4336;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;1745;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4337;Organiser des discussions informelles ou des réunions en tête-à-tête;1746;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4338;Autres : à préciser;1746;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4339;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1746;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4340;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1746;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4341;Etablir une correspondance régulière (par courriel, par courrier…);1746;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4342;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;1746;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4343;Organiser des discussions informelles ou des réunions en tête-à-tête;1747;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4344;Autres : à préciser;1747;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4345;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1747;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4346;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1747;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4347;Etablir une correspondance régulière (par courriel, par courrier…);1747;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4348;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;1747;Publication d'une note sur la réforme de la formation professionnelle via la Fondation Jean Jaurès
4349;Organiser des discussions informelles ou des réunions en tête-à-tête;1748;Audition par Nicole Notat et Jean-Dominique Senard
4350;Autres : à préciser;1748;Audition par Nicole Notat et Jean-Dominique Senard
4351;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1748;Audition par Nicole Notat et Jean-Dominique Senard
4352;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1748;Audition par Nicole Notat et Jean-Dominique Senard
4353;Etablir une correspondance régulière (par courriel, par courrier…);1748;Audition par Nicole Notat et Jean-Dominique Senard
4354;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1749;
4355;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1749;
4356;Etablir une correspondance régulière (par courriel, par courrier…);1749;
4357;Organiser des discussions informelles ou des réunions en tête-à-tête;1750;
4358;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1750;
4359;Organiser des discussions informelles ou des réunions en tête-à-tête;1751;Participation à un débat avec un parlementaire sur la société à mission. Publication de deux tribunes dans la presse quotidienne nationale. Audition par Nicole Notat et Jean-Dominique Senard
4360;Autres : à préciser;1751;Participation à un débat avec un parlementaire sur la société à mission. Publication de deux tribunes dans la presse quotidienne nationale. Audition par Nicole Notat et Jean-Dominique Senard
4361;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1751;Participation à un débat avec un parlementaire sur la société à mission. Publication de deux tribunes dans la presse quotidienne nationale. Audition par Nicole Notat et Jean-Dominique Senard
4362;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1751;Participation à un débat avec un parlementaire sur la société à mission. Publication de deux tribunes dans la presse quotidienne nationale. Audition par Nicole Notat et Jean-Dominique Senard
4363;Etablir une correspondance régulière (par courriel, par courrier…);1751;Participation à un débat avec un parlementaire sur la société à mission. Publication de deux tribunes dans la presse quotidienne nationale. Audition par Nicole Notat et Jean-Dominique Senard
4364;Organiser des discussions informelles ou des réunions en tête-à-tête;1752;
4365;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1752;
4366;Organiser des discussions informelles ou des réunions en tête-à-tête;1753;
4367;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1753;
4368;Organiser des discussions informelles ou des réunions en tête-à-tête;1754;
4369;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1754;
4370;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1755;
4371;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1755;
4372;Etablir une correspondance régulière (par courriel, par courrier…);1756;
4373;Organiser des discussions informelles ou des réunions en tête-à-tête;1757;
4374;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1757;
4375;Organiser des discussions informelles ou des réunions en tête-à-tête;1758;
4376;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1758;
4377;Organiser des discussions informelles ou des réunions en tête-à-tête;1759;
4378;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1759;
4379;Organiser des discussions informelles ou des réunions en tête-à-tête;1760;Proposer une tribune presse à des députés et sénateurs
4380;Autres : à préciser;1760;Proposer une tribune presse à des députés et sénateurs
4381;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;1760;Proposer une tribune presse à des députés et sénateurs
4382;Organiser des discussions informelles ou des réunions en tête-à-tête;1761;
4383;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1761;
4384;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1762;
4385;Organiser des discussions informelles ou des réunions en tête-à-tête;1763;
4386;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;1763;
4387;Etablir une correspondance régulière (par courriel, par courrier…);1763;
4388;Organiser des discussions informelles ou des réunions en tête-à-tête;1764;
