;beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
5149;ASS FRANCAISE DE LA GESTION FINANCIERE;1406;0
5150;ASSOC FRANC DES STES FINANC;1407;0
5151;FEDERATION NATIONALE DES OFFICES PUBLICS DE L'HABITAT;1408;0
5152;BAYER HEALTHCARE SAS;1409;0
5153;BAYER SAS;1410;0
5154;SCHNEIDER ELECTRIC INDUSTRIES SAS;1411;0
5155;GO VOYAGES;1412;0
5156;SPORSORA;1413;0
5157;BRISTOL MYERS SQUIBB;1414;0
5158;MARS CHOCOLAT FRANCE;1415;0
5159;AGORASTORE;1416;0
5160;ASSOC FRANC DES STES FINANC;1417;0
5161;VIGNERONS INDEPENDANTS DE FRANCE;1418;0
5162;FRANCE INVEST;1419;0
5163;MARS CHOCOLAT FRANCE;1420;0
5164;SANTECLAIR;1421;0
5165;BOUYGUES TELECOM;1422;0
5166;TELEVISION FRANCAISE 1;1423;0
5167;TELEVISION FRANCAISE 1;1424;0
5168;TELEVISION FRANCAISE 1;1425;0
5169;FOXINTEL;1426;0
5170;ASS FRANCAISE DE LA GESTION FINANCIERE;1427;0
5171;SOCIETE DE PERCEPTION & DE DISTRIBUTION DES DROITS DES ARTISTES INTERPRETES;1428;0
5172;BAYER HEALTHCARE SAS;1429;0
5173;GO VOYAGES;1430;0
5174;GO VOYAGES;1431;0
5175;GO VOYAGES;1432;0
5176;FRANCE INVEST;1433;0
5177;ILLUMINA FRANCE SARL;1434;0
5178;FONDATION DE FRANCE;1435;0
5179;BOUYGUES TELECOM;1436;0
5180;NEXEM;1437;0
5181;R'FINTECH;1438;0
5182;AMGEN SAS;1439;0
5183;AMGEN SAS;1440;0
5184;COVESTRO DEUTSCHLAND AG;1441;0
5185;FIRST SOLAR (FRANCE) SARL;1442;0
5186;SOS MEDECINS;1443;0
5187;UNION NATIONALE DES ASSOCIATIONS AGREEES DU SYSTEME DE SANTE;1444;0
5188;USEO;1445;0
5189;GEMALTO SA;1446;0
5190;TELEVISION FRANCAISE 1;1447;0
5191;WPD OFFSHORE FRANCE;1448;0
5192;WPD OFFSHORE FRANCE;1449;0
5193;SYNDICAT NATIONAL DES DISTRIBUTEURS SPECIALISES DE PRODUITS BIOLOGIQUES, DIETETIQUES ET COMPLEMENTS ALIMENTAIRES;1450;0
5194;GALIAN;1451;0
5195;PARIS EUROPLACE;1452;0
5196;FEDERATION DES PRESTATAIRES DE SANTE A DOMICILE;1453;0
5197;SYNDICAT DE MEDECINE MANUELLE - OSTEOPATHIE DE FRANCE (SMMOF);1454;0
5198;NEXEM;1455;0
5199;ECO EMBALLAGES SA;1456;0
5200;SOS MEDECINS;1457;0
5201;ASSOC FRANC DES STES FINANC;1458;0
5202;ASSOC FRANC DES STES FINANC;1459;0
5203;BAYER SAS;1460;0
5204;GMH CONSEIL;1461;0
5205;ALTEO GARDANNE;1462;0
5206;TELEVISION FRANCAISE 1;1463;0
5207;DIRECT ENERGIE;1464;0
5208;BELAMBRA CLUBS;1465;0
5209;SOCIETE AIR FRANCE;1466;0
5210;R'FINTECH;1467;0
5211;FEDERATION FRANCAISE DU TRANSPORT DE PERSONNES SUR RESERVATION;1468;0
5212;COENOVE;1469;0
5213;SOCIETE DES PETROLES SHELL;1470;0
5214;INDIGO PARK;1471;0
5215;GILEAD SCIENCES;1472;0
5216;PRISM'EMPLOI PROFESSIONNELS DU RECRUTEMENT ET DE L'INTERIM;1473;0
5217;PRISM'EMPLOI PROFESSIONNELS DU RECRUTEMENT ET DE L'INTERIM;1474;0
5218;PRISM'EMPLOI PROFESSIONNELS DU RECRUTEMENT ET DE L'INTERIM;1475;0
5219;UNION NATIONALE DES ASSOCIATIONS AGREEES DU SYSTEME DE SANTE;1476;0
5220;SYNDICAT DES CIDRIERS INDEPENDANTS DE FRANCE;1477;0
5221;HUAWEI TECHNOLOGIES FRANCE;1478;0
5222;FEDERATION FRANCAISE DU TRANSPORT DE PERSONNES SUR RESERVATION;1479;0
5223;FEDERATION NATIONALE DES OFFICES PUBLICS DE L'HABITAT;1480;0
5224;SYNDICAT NATIONAL DES DISTRIBUTEURS SPECIALISES DE PRODUITS BIOLOGIQUES, DIETETIQUES ET COMPLEMENTS ALIMENTAIRES;1481;0
5225;BOUYGUES TELECOM;1482;0
5226;COENOVE;1483;0
5227;MARS CHOCOLAT FRANCE;1484;0
5228;UNION NATIONALE DES PROFESSIONS LIBERALES;1485;0
5229;BAYER SAS;1486;0
5230;FEDERATION DES PRESTATAIRES DE SANTE A DOMICILE;1487;0
5231;COVESTRO DEUTSCHLAND AG;1488;0
5232;COVESTRO DEUTSCHLAND AG;1489;0
5233;DIRECT MEDICA;1490;0
5234;GILEAD SCIENCES;1491;0
5235;SOS MEDECINS;1492;0
5236;VIFOR FRANCE;1493;0
5237;GALIAN;1494;0
5238;FEDER NAT MEDECINS ELECTRO RADIOLO QUALI;1495;0
5239;BAYER SAS;1496;0
5240;GEMALTO SA;1497;0
5241;FIRST SOLAR (FRANCE) SARL;1498;0
5242;PRISM'EMPLOI PROFESSIONNELS DU RECRUTEMENT ET DE L'INTERIM;1499;0
5243;SOCIETE AIR FRANCE;1500;0
5244;SANTECLAIR;1501;0
5245;SYNDICAT DE MEDECINE MANUELLE - OSTEOPATHIE DE FRANCE (SMMOF);1502;0
5246;WPD OFFSHORE FRANCE;1503;0
5247;ASS FRANCAISE DE LA GESTION FINANCIERE;1504;0
5248;FONDATION DE FRANCE;1505;0
5249;DIRECT ENERGIE;1506;0
5250;SERVICE  AUX ENTREPRISES POUR LA SANTE AU TRAVAIL;1507;0
5251;ASS FRANCAISE DE LA GESTION FINANCIERE;1508;0
5252;MARS PF FRANCE;1509;0
5253;SOCIETE AIR FRANCE;1510;0
5254;SOCIETE DE PERCEPTION & DE DISTRIBUTION DES DROITS DES ARTISTES INTERPRETES;1511;0
5255;TELEVISION FRANCAISE 1;1512;0
5256;PARIS EUROPLACE;1513;0
5257;TELEVISION FRANCAISE 1;1514;0
5258;TELEVISION FRANCAISE 1;1515;0
5259;TELEVISION FRANCAISE 1;1516;0
5260;TELEVISION FRANCAISE 1;1517;0
5261;ASSOC FRANC DES STES FINANC;1518;0
5262;COENOVE;1519;0
5263;COENOVE;1520;0
5264;SOCIETE AIR FRANCE;1521;0
5265;BOUYGUES TELECOM;1522;0
5266;COCA COLA SERVICES FRANCE;1523;0
5267;SOCIETE DE PERCEPTION & DE DISTRIBUTION DES DROITS DES ARTISTES INTERPRETES;1524;0
5268;SOCIETE AIR FRANCE;1525;0
5269;COVESTRO DEUTSCHLAND AG;1526;0
5270;BOUYGUES TELECOM;1527;0
5271;FEDERATION DES PRESTATAIRES DE SANTE A DOMICILE;1528;0
5272;COVESTRO DEUTSCHLAND AG;1529;0
5273;OEUVRE D'ORIENT;1530;0
5274;TELEVISION FRANCAISE 1;1531;0
5275;SYNDICAT DE MEDECINE MANUELLE - OSTEOPATHIE DE FRANCE (SMMOF);1532;0
5276;ASSO FRANCAISE INVESTISSEURS EN CAPITAL;1533;0
5277;FEDERATION NATIONALE DES OFFICES PUBLICS DE L'HABITAT;1534;0
5278;ASS POUR DROIT A L INITIATIVE ECONOMIQUE;1535;0
5279;FEDER NAT MEDECINS ELECTRO RADIOLO QUALI;1536;0
5280;FEDERATION FRANCAISE DU TRANSPORT DE PERSONNES SUR RESERVATION;1537;0
5281;PARIS EUROPLACE;1538;0
5282;ASS FRANCAISE DE LA GESTION FINANCIERE;1539;0
5283;SERVICE  AUX ENTREPRISES POUR LA SANTE AU TRAVAIL;1540;0
5284;GEMALTO SA;1541;0
5285;GEMALTO SA;1542;0
5286;GALIAN;1543;0
5287;DIRECT ENERGIE;1544;0
5288;GILEAD SCIENCES;1545;0
5289;BAYER SAS;1546;0
5290;BAYER SAS;1547;0
5291;WPD OFFSHORE FRANCE;1548;0
5292;SYNDICAT NATIONAL DES DISTRIBUTEURS SPECIALISES DE PRODUITS BIOLOGIQUES, DIETETIQUES ET COMPLEMENTS ALIMENTAIRES;1549;0
5293;SCHNEIDER ELECTRIC FRANCE;1550;0
5294;FONDATION DE FRANCE;1551;0
5295;MARS CHOCOLAT FRANCE;1552;0
5296;SANTECLAIR;1553;0
5297;ALTEO GARDANNE;1554;0
5298;ASSOCIATION FRANCAISE DES SOCIETES DE PLACEMENT IMMOBILIER;1555;0
5299;ASS FRANCAISE DE LA GESTION FINANCIERE;1556;0
5300;PRISM'EMPLOI PROFESSIONNELS DU RECRUTEMENT ET DE L'INTERIM;1557;0
5301;SYNDICAT MEDECINS LIBERAUX;1558;0
5302;UNION NATIONALE DES PROFESSIONS LIBERALES;1559;0
5303;COCA COLA SERVICES FRANCE;1560;0
5304;CONSEIL DES TERRITOIRES-CAFES, HOTELS, RESTAURANTS, DISCOTHEQUES, TRAITEURS (CT-CHRDT);1561;1
5305;CONSEIL DES TERRITOIRES-CAFES, HOTELS, RESTAURANTS, DISCOTHEQUES, TRAITEURS (CT-CHRDT);1562;1
5306;CONSEIL DES TERRITOIRES-CAFES, HOTELS, RESTAURANTS, DISCOTHEQUES, TRAITEURS (CT-CHRDT);1563;1
5307;CONSEIL DES TERRITOIRES-CAFES, HOTELS, RESTAURANTS, DISCOTHEQUES, TRAITEURS (CT-CHRDT);1564;1
5308;CONSEIL DES TERRITOIRES-CAFES, HOTELS, RESTAURANTS, DISCOTHEQUES, TRAITEURS (CT-CHRDT);1565;1
5309;CONSEIL DES TERRITOIRES-CAFES, HOTELS, RESTAURANTS, DISCOTHEQUES, TRAITEURS (CT-CHRDT);1566;1
5310;CONSEIL DES TERRITOIRES-CAFES, HOTELS, RESTAURANTS, DISCOTHEQUES, TRAITEURS (CT-CHRDT);1567;1
5311;CONSEIL DES TERRITOIRES-CAFES, HOTELS, RESTAURANTS, DISCOTHEQUES, TRAITEURS (CT-CHRDT);1568;1
5312;CONSEIL DES TERRITOIRES-CAFES, HOTELS, RESTAURANTS, DISCOTHEQUES, TRAITEURS (CT-CHRDT);1569;1
5313;CONSEIL DES TERRITOIRES-CAFES, HOTELS, RESTAURANTS, DISCOTHEQUES, TRAITEURS (CT-CHRDT);1570;1
5314;CONSEIL DES TERRITOIRES-CAFES, HOTELS, RESTAURANTS, DISCOTHEQUES, TRAITEURS (CT-CHRDT);1571;1
5315;UNICINE L'UNION DES CINEMAS;1572;1
5316;UNICINE L'UNION DES CINEMAS;1573;1
5317;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1574;1
5318;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1575;1
5319;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1576;1
5320;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1577;1
5321;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1578;1
5322;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1579;1
5323;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1580;1
5324;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1581;1
5325;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1582;1
5326;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1583;1
5327;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1584;1
5328;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1585;1
5329;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1586;1
5330;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1587;1
5331;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1588;1
5332;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1589;1
5333;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1590;1
5334;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1591;1
5335;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1592;1
5336;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1593;1
5337;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1594;1
5338;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1595;1
5339;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1596;1
5340;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1597;1
5341;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1598;1
5342;COMITE CONSTRUCTEURS FRANCAIS AUTOMOBILE;1599;1
5343;BIOGARAN;1600;0
5344;BIOGARAN;1601;0
5345;LIDL;1602;0
5346;FLEURY MICHON;1602;0
5347;ALILA PROMOTION;1603;0
5348;GECINA;1603;0
5349;IVANHOE CAMBRIDGE EUROPE;1603;0
5350;EASYPARK;1604;0
5351;ESSILOR INTERNATIONAL;1605;1
5352;ESSILOR INTERNATIONAL;1606;1
5353;ESSILOR INTERNATIONAL;1607;1
5354;DELAMARE SOVRA;1608;1
5355;DELAMARE SOVRA;1609;1
5356;CHAMBRE DE METIERS D'ALSACE;1610;1
5357;CHAMBRE DE METIERS D'ALSACE;1611;1
5358;CHAMBRE DE METIERS D'ALSACE;1612;1
5359;CHAMBRE DE METIERS D'ALSACE;1613;1
5360;CHAMBRE DE METIERS D'ALSACE;1614;1
5361;CHAMBRE DE METIERS D'ALSACE;1615;1
5362;CHAMBRE DE METIERS D'ALSACE;1616;1
5363;CHAMBRE DE METIERS D'ALSACE;1617;1
5364;CHAMBRE DE METIERS D'ALSACE;1618;1
5365;CHAMBRE DE METIERS D'ALSACE;1619;1
5366;CHAMBRE DE METIERS D'ALSACE;1620;1
5367;CHAMBRE DE METIERS D'ALSACE;1621;1
5368;CHAMBRE DE METIERS D'ALSACE;1622;1
5369;CHAMBRE DE METIERS D'ALSACE;1623;1
5370;JEUNES AGRICULTEURS;1624;1
5371;JEUNES AGRICULTEURS;1625;1
5372;JEUNES AGRICULTEURS;1626;1
5373;JEUNES AGRICULTEURS;1627;1
5374;JEUNES AGRICULTEURS;1628;1
5375;JEUNES AGRICULTEURS;1629;1
5376;JEUNES AGRICULTEURS;1630;1
5377;JEUNES AGRICULTEURS;1631;1
5378;JEUNES AGRICULTEURS;1632;1
5379;JEUNES AGRICULTEURS;1633;1
5380;JEUNES AGRICULTEURS;1634;1
5381;JEUNES AGRICULTEURS;1635;1
5382;JEUNES AGRICULTEURS;1636;1
5383;JEUNES AGRICULTEURS;1637;1
5384;JEUNES AGRICULTEURS;1638;1
5385;FEDERATION DES ENTREPRISES DE PROPRETE;1639;1
5386;FEDERATION DES ENTREPRISES DE PROPRETE;1640;1
5387;FEDERATION DES ENTREPRISES DE PROPRETE;1641;1
5388;FEDERATION DES ENTREPRISES DE PROPRETE;1642;1
5389;FEDERATION DES ENTREPRISES DE PROPRETE;1643;1
5390;FEDERATION DES ENTREPRISES DE PROPRETE;1644;1
5391;FEDERATION DES ENTREPRISES DE PROPRETE;1645;1
5392;FEDERATION DES ENTREPRISES DE PROPRETE;1646;1
5393;FEDERATION DES ENTREPRISES DE PROPRETE;1647;1
5394;FEDERATION DES ENTREPRISES DE PROPRETE;1648;1
5395;FEDERATION DES ENTREPRISES DE PROPRETE;1649;1
5396;CHAMB COMMERC INDUSTRIE NICE COTE D'AZUR;1650;1
5397;CHAMB COMMERC INDUSTRIE NICE COTE D'AZUR;1651;1
5398;CHAMB COMMERC INDUSTRIE NICE COTE D'AZUR;1652;1
5399;CHAMB COMMERC INDUSTRIE NICE COTE D'AZUR;1653;1
5400;CHAMB COMMERC INDUSTRIE NICE COTE D'AZUR;1654;1
5401;CHAMB COMMERC INDUSTRIE NICE COTE D'AZUR;1655;1
5402;CHAMB COMMERC INDUSTRIE NICE COTE D'AZUR;1656;1
5403;ELSEVIER MASSON SAS;1657;0
5404;RELX FRANCE;1657;1
5405;ELSEVIER MASSON SAS;1658;0
5406;RELX FRANCE;1658;1
5407;ELSEVIER MASSON SAS;1659;0
5408;RELX FRANCE;1659;1
5409;FIRCOSOFT;1659;0
5410;LEXISNEXIS SA;1659;0
5411;REED MIDEM;1659;0
5412;REED EXPOSITIONS FRANCE;1659;0
5413;SECOURS CATHOLIQUE;1660;1
5414;SECOURS CATHOLIQUE;1661;1
5415;SECOURS CATHOLIQUE;1662;1
5416;SECOURS CATHOLIQUE;1663;1
5417;SECOURS CATHOLIQUE;1664;1
5418;SECOURS CATHOLIQUE;1665;1
5419;CTRE DE RECHERCH & INFORM POUR LE DVP;1666;0
5420;SECOURS CATHOLIQUE;1666;1
5421;ACTION DES CHRETIENS POUR L ABOLITION DE LA TORTURE;1666;0
5422;AGIR ENSEMBLE POUR LES DROITS DE L HOMME;1666;0
5423;CONFEDERATION GENERALE DU TRAVAIL;1666;0
5424;RESEAU FOI ET JUSTICE AFRIQUE EUROPE ANTENNE DE FRANCE;1666;0
5425;SURVIE;1666;0
5426;TERRE DES HOMMES FRANCE;1666;0
5427;FEDERATION INTERNATIONALE DES LIGUES DES DROITS DE L'HOMME - FIDH;1666;0
5428;COMITE CATHOLIQUE CONTRE LA FAIM ET POUR  LE DEVELOPPEMENT (CCFD-TERRE SOLIDAIRE);1666;0
5429;EMMAUS INTERNATIONAL;1666;0
5430;ACTIONAID FRANCE - PEUPLES SOLIDAIRES;1666;0
5431;CONSEIL NAT MOUVEMENT PAIX;1666;0
5432;CTRE DE RECHERCH & INFORM POUR LE DVP;1667;0
5433;SECOURS CATHOLIQUE;1667;1
5434;ACTION DES CHRETIENS POUR L ABOLITION DE LA TORTURE;1667;0
5435;AGIR ENSEMBLE POUR LES DROITS DE L HOMME;1667;0
5436;CONFEDERATION GENERALE DU TRAVAIL;1667;0
5437;RESEAU FOI ET JUSTICE AFRIQUE EUROPE ANTENNE DE FRANCE;1667;0
5438;SURVIE;1667;0
5439;TERRE DES HOMMES FRANCE;1667;0
5440;FEDERATION INTERNATIONALE DES LIGUES DES DROITS DE L'HOMME - FIDH;1667;0
5441;COMITE CATHOLIQUE CONTRE LA FAIM ET POUR  LE DEVELOPPEMENT (CCFD-TERRE SOLIDAIRE);1667;0
5442;EMMAUS INTERNATIONAL;1667;0
5443;ACTIONAID FRANCE - PEUPLES SOLIDAIRES;1667;0
5444;CONSEIL NAT MOUVEMENT PAIX;1667;0
5445;SECOURS CATHOLIQUE;1668;1
5446;SECOURS CATHOLIQUE;1669;1
5447;CTRE DE RECHERCH & INFORM POUR LE DVP;1670;0
5448;SECOURS CATHOLIQUE;1670;1
5449;ACTION DES CHRETIENS POUR L ABOLITION DE LA TORTURE;1670;0
5450;AGIR ENSEMBLE POUR LES DROITS DE L HOMME;1670;0
5451;CONFEDERATION GENERALE DU TRAVAIL;1670;0
5452;RESEAU FOI ET JUSTICE AFRIQUE EUROPE ANTENNE DE FRANCE;1670;0
5453;SURVIE;1670;0
5454;TERRE DES HOMMES FRANCE;1670;0
5455;FEDERATION INTERNATIONALE DES LIGUES DES DROITS DE L'HOMME - FIDH;1670;0
5456;ASSOCIATION POUR LA REAPPROPRIATION DU GABON, DE SON INDÉPENDANCE ET POUR SA RECONSTRUCTION - REAGIR;1670;0
5457;COMITE CATHOLIQUE CONTRE LA FAIM ET POUR  LE DEVELOPPEMENT (CCFD-TERRE SOLIDAIRE);1670;0
5458;EMMAUS INTERNATIONAL;1670;0
5459;ACTIONAID FRANCE - PEUPLES SOLIDAIRES;1670;0
5460;CONSEIL NAT MOUVEMENT PAIX;1670;0
5461;SECOURS CATHOLIQUE;1671;1
5462;SECOURS CATHOLIQUE;1672;1
5463;SECOURS CATHOLIQUE;1673;1
5464;SECOURS CATHOLIQUE;1674;1
5465;SECOURS CATHOLIQUE;1675;1
5466;SECOURS CATHOLIQUE;1676;1
5467;SECOURS CATHOLIQUE;1677;1
5468;SECOURS CATHOLIQUE;1678;1
5469;SECOURS CATHOLIQUE;1679;1
5470;SECOURS CATHOLIQUE;1680;1
5471;SECOURS CATHOLIQUE;1681;1
5472;SECOURS CATHOLIQUE;1682;1
5473;SECOURS CATHOLIQUE;1683;1
5474;CTRE DE RECHERCH & INFORM POUR LE DVP;1684;0
5475;SECOURS CATHOLIQUE;1684;1
5476;ACTION DES CHRETIENS POUR L ABOLITION DE LA TORTURE;1684;0
5477;AGIR ENSEMBLE POUR LES DROITS DE L HOMME;1684;0
5478;CONFEDERATION GENERALE DU TRAVAIL;1684;0
5479;RESEAU FOI ET JUSTICE AFRIQUE EUROPE ANTENNE DE FRANCE;1684;0
5480;SURVIE;1684;0
5481;TERRE DES HOMMES FRANCE;1684;0
5482;FEDERATION INTERNATIONALE DES LIGUES DES DROITS DE L'HOMME - FIDH;1684;0
5483;COMITE CATHOLIQUE CONTRE LA FAIM ET POUR  LE DEVELOPPEMENT (CCFD-TERRE SOLIDAIRE);1684;0
5484;EMMAUS INTERNATIONAL;1684;0
5485;ACTIONAID FRANCE - PEUPLES SOLIDAIRES;1684;0
5486;CONSEIL NAT MOUVEMENT PAIX;1684;0
5487;CTRE DE RECHERCH & INFORM POUR LE DVP;1685;0
5488;SECOURS CATHOLIQUE;1685;1
5489;AGIR ENSEMBLE POUR LES DROITS DE L HOMME;1685;0
5490;CONFEDERATION GENERALE DU TRAVAIL;1685;0
5491;RESEAU FOI ET JUSTICE AFRIQUE EUROPE ANTENNE DE FRANCE;1685;0
5492;SURVIE;1685;0
5493;TERRE DES HOMMES FRANCE;1685;0
5494;FEDERATION INTERNATIONALE DES LIGUES DES DROITS DE L'HOMME - FIDH;1685;0
5495;OBSERVATOIRE DES ARMEMENTS-CTRE DOC RECHERCHE PAIX ET CONFLITS;1685;0
5496;COMITE CATHOLIQUE CONTRE LA FAIM ET POUR  LE DEVELOPPEMENT (CCFD-TERRE SOLIDAIRE);1685;0
5497;EMMAUS INTERNATIONAL;1685;0
5498;ACTIONAID FRANCE - PEUPLES SOLIDAIRES;1685;0
5499;CONSEIL NAT MOUVEMENT PAIX;1685;0
5500;CTRE DE RECHERCH & INFORM POUR LE DVP;1686;0
5501;SECOURS CATHOLIQUE;1686;1
5502;ACTION DES CHRETIENS POUR L ABOLITION DE LA TORTURE;1686;0
5503;AGIR ENSEMBLE POUR LES DROITS DE L HOMME;1686;0
5504;CONFEDERATION GENERALE DU TRAVAIL;1686;0
5505;RESEAU FOI ET JUSTICE AFRIQUE EUROPE ANTENNE DE FRANCE;1686;0
5506;SURVIE;1686;0
5507;TERRE DES HOMMES FRANCE;1686;0
5508;FEDERATION INTERNATIONALE DES LIGUES DES DROITS DE L'HOMME - FIDH;1686;0
5509;LUMIERE D'AMIS;1686;0
5510;COMITE CATHOLIQUE CONTRE LA FAIM ET POUR  LE DEVELOPPEMENT (CCFD-TERRE SOLIDAIRE);1686;0
5511;EMMAUS INTERNATIONAL;1686;0
5512;ACTIONAID FRANCE - PEUPLES SOLIDAIRES;1686;0
5513;CONSEIL NAT MOUVEMENT PAIX;1686;0
5514;CTRE DE RECHERCH & INFORM POUR LE DVP;1687;0
5515;SECOURS CATHOLIQUE;1687;1
5516;ACTION DES CHRETIENS POUR L ABOLITION DE LA TORTURE;1687;0
5517;AGIR ENSEMBLE POUR LES DROITS DE L HOMME;1687;0
5518;CONFEDERATION GENERALE DU TRAVAIL;1687;0
5519;RESEAU FOI ET JUSTICE AFRIQUE EUROPE ANTENNE DE FRANCE;1687;0
5520;SURVIE;1687;0
5521;TERRE DES HOMMES FRANCE;1687;0
5522;FEDERATION INTERNATIONALE DES LIGUES DES DROITS DE L'HOMME - FIDH;1687;0
5523;COMITE CATHOLIQUE CONTRE LA FAIM ET POUR  LE DEVELOPPEMENT (CCFD-TERRE SOLIDAIRE);1687;0
5524;EMMAUS INTERNATIONAL;1687;0
5525;ACTIONAID FRANCE - PEUPLES SOLIDAIRES;1687;0
5526;CONSEIL NAT MOUVEMENT PAIX;1687;0
5527;CTRE DE RECHERCH & INFORM POUR LE DVP;1688;0
5528;SECOURS CATHOLIQUE;1688;1
5529;ACTION DES CHRETIENS POUR L ABOLITION DE LA TORTURE;1688;0
5530;AGIR ENSEMBLE POUR LES DROITS DE L HOMME;1688;0
5531;CONFEDERATION GENERALE DU TRAVAIL;1688;0
5532;RESEAU FOI ET JUSTICE AFRIQUE EUROPE ANTENNE DE FRANCE;1688;0
5533;SURVIE;1688;0
5534;TERRE DES HOMMES FRANCE;1688;0
5535;FEDERATION INTERNATIONALE DES LIGUES DES DROITS DE L'HOMME - FIDH;1688;0
5536;COMITE CATHOLIQUE CONTRE LA FAIM ET POUR  LE DEVELOPPEMENT (CCFD-TERRE SOLIDAIRE);1688;0
5537;EMMAUS INTERNATIONAL;1688;0
5538;ACTIONAID FRANCE - PEUPLES SOLIDAIRES;1688;0
5539;CONSEIL NAT MOUVEMENT PAIX;1688;0
5540;SECOURS CATHOLIQUE;1689;1
5541;SECOURS CATHOLIQUE;1690;1
5542;SECOURS CATHOLIQUE;1691;1
5543;SECOURS CATHOLIQUE;1692;1
5544;CTRE DE RECHERCH & INFORM POUR LE DVP;1693;0
5545;FEDERATION DES ACTEURS DE LA SOLIDARITE;1693;0
5546;ACTION DES CHRETIENS POUR L ABOLITION DE LA TORTURE;1693;0
5547;FONDATION DE L ARMEE DU SALUT;1693;0
5548;LA VOIX DE L'ENFANT;1693;0
5549;ASS CONSEIL FRANCAIS DROITS ENFANT;1693;0
5550;CIMADE - SERVICE OECUMENIQUE D'ENTRAIDE;1693;0
5551;AGIR ENSEMBLE POUR LES DROITS DE L HOMME;1693;0
5552;AMICALE DU NID;1693;0
5553;AUX CAPTIFS LA LIBERATION;1693;0
5554;COMITE CONTRE L' ESCLAVAGE MODERNE;1693;0
5555;ECPAT FRANCE;1693;0
5556;FEDERATION DE L ENTRAIDE PROTESTANTE;1693;0
5557;FONDATION JEAN ET JEANNE SCELLES;1693;0
5558;HORS LA RUE;1693;0
5559;SOS ESCLAVES;1693;0
5560;MOUVEMENT DU NID;1693;0
5561;ORGANISATION INTERNATIONALE CONTRE L'ESCLAVAGE MODERNE;1693;0
5562;ASSOCIATION CONTRE LA PROSTITUTION DES ENFANTS;1693;0
5563;ASSOC POUR READAPTATION SOCIALE;1693;0
5564;CONGREGATION DE NOTRE DAME DE CHARITE DU BON PASTEUR;1693;0
5565;LES CHAMPS DE BOOZ;1693;0
5566;PLANETE ENFANTS & DEVELOPPEMENT;1693;0
5567;COMITE PROTESTANT POUR DIGNITE HUMAINE;1693;0
5568;ESPOIR CENTRES FAMILIAUX JEUNE;1693;0
5569;ACTION CATHOLIQUE GENERALE FEMININE;1693;0
5570;SECOURS CATHOLIQUE;1694;1
5571;CIMADE - SERVICE OECUMENIQUE D'ENTRAIDE;1694;0
5572;AGIR ENSEMBLE POUR LES DROITS DE L HOMME;1694;0
5573;AMICALE DU NID;1694;0
5574;ECPAT FRANCE;1694;0
5575;HORS LA RUE;1694;0
5576;SOS ESCLAVES;1694;0
5577;ASSOCIATION CONTRE LA PROSTITUTION DES ENFANTS;1694;0
5578;LES CHAMPS DE BOOZ;1694;0
5579;PLANETE ENFANTS & DEVELOPPEMENT;1694;0
5580;FONDATION DE L ARMEE DU SALUT;1694;0
5581;AUX CAPTIFS LA LIBERATION;1694;0
5582;COMITE CONTRE L' ESCLAVAGE MODERNE;1694;0
5583;FEDERATION DE L ENTRAIDE PROTESTANTE;1694;0
5584;FONDATION JEAN ET JEANNE SCELLES;1694;0
5585;MOUVEMENT DU NID;1694;0
5586;ORGANISATION INTERNATIONALE CONTRE L'ESCLAVAGE MODERNE;1694;0
5587;ASSOC POUR READAPTATION SOCIALE;1694;0
5588;CONGREGATION DE NOTRE DAME DE CHARITE DU BON PASTEUR;1694;0
5589;ASS CONSEIL FRANCAIS DROITS ENFANT;1694;0
5590;COMITE PROTESTANT POUR DIGNITE HUMAINE;1694;0
5591;ESPOIR CENTRES FAMILIAUX JEUNE;1694;0
